Country,Began,Ended,Duration in Days,Dead,Displaced,Main cause,Severity *,Affected sq km,Magnitude (M)**,Longitude of Centroid X,Latitude of Centroid Y
Tanzania,27-May-95,01-Jun-95,6,4,20000,Heavy rain,1,5076.78,4.483739594,39.0934,-6.7697
Romania,23-May-95,26-May-95,4,0,1000,Heavy rain,1,31756.96,5.103898913,24.296,44.5922
Bangladesh,17-May-95,24-May-95,8,41,351000,Heavy rain,1,61217.96,5.689968840,90.0958,22.9967
China,15-May-95,15-Aug-95,93,1530,7000000,Heavy rain,2,1668229.65,8.491768780,112.827,28.2914
Sri Lanka,07-May-95,11-May-95,5,1,40000,Heavy rain,1,27548.59,5.139069380,80.1122,7.89697
USA,10-May-95,01-Jun-95,23,3,5000,Heavy rain,1,472141.86,7.035800343,-89.5648,36.7237
Indonesia,01-May-95,13-May-95,13,55,17500,Heavy rain,1,46605.13,5.782377076,99.2856,2.5585
USA,07-May-95,13-May-95,7,6,20000,Heavy rain,1,19344.57,5.131657120,-90.104,29.9011
Ethiopia,28-Apr-95,15-May-95,18,27,89875,Heavy rain,2,67450.15,6.385285421,43.2278,5.17608
Italy,24-Apr-95,30-Apr-95,7,3,0,Rain and snowmelt,1,24761.82,5.238880602,7.32512,44.9518
Iran,21-Apr-95,23-Apr-95,3,9,50,Torrential rain,1,147607.47,5.646229591,58.9894,35.2121
Afghanistan,19-Apr-95,21-Apr-95,3,10,6000,Heavy rain,1,15369.85,4.663790884,69.7177,36.6338
China,20-Apr-95,21-Apr-95,2,40,300000,Heavy rain,1,169667.47,5.530628580,113.285,22.8414
Argentina,06-Apr-95,11-Apr-95,6,6,6000,Heavy rain,2,303423.64,6.561230660,-60.068,-37.1326
USA,08-Mar-95,20-Mar-95,13,15,10000,Rain and snowmelt,1,196019.62,6.406242895,-121.562,38.7256
Tanzania,04-Mar-95,10-Mar-95,7,0,2000,Heavy rain,1,36217.05,5.404011113,33.7006,-8.84509
Australia,05-Mar-95,13-Mar-95,9,7,0,Extra-tropical cyclone,2,990198.31,7.250994686,117.538,-26.821
Botswana,23-Feb-95,02-Mar-95,8,20,2000,Heavy rain,1,31143.95,5.396463680,27.5316,-22.711
Paraguay,14-Feb-95,21-Feb-95,8,0,20000,Heavy rain,1,49342.56,5.596311665,-57.5391,-23.8263
Brazil,06-Feb-95,13-Feb-95,8,27,3000,Heavy rain,1,17901.32,5.155975043,-46.4554,-23.5199
Indonesia,03-Feb-95,17-Feb-95,15,47,37000,Heavy rain,1,296258.97,6.647762768,101.896,-0.529789
France,23-Jan-95,07-Feb-95,16,30,294100,Rain and snowmelt,2,341156.99,7.038104252,5.69912,50.3282
France,20-Jan-95,30-Jan-95,11,16,5000,Rain and snowmelt,2,27724.7,5.785289536,-2.89661,48.1547
Argentina,15-Jan-95,20-Jan-95,6,7,1000,Heavy rain,1,155950.18,5.971137131,-63.8184,-32.2627
Indonesia,09-Jan-95,11-Jan-95,3,3,10000,Heavy rain,1,91179.03,5.437016222,101.984,0.633088
South Africa,08-Jan-95,09-Jan-95,2,0,0,Heavy rain,1,51452.21,5.012434029,29.6887,-23.0133
Malawi,07-Jan-95,09-Jan-95,3,1,0,Heavy rain,1,23461.18,4.847471106,33.6434,-10.1851
USA,03-Jan-95,17-Jan-95,15,11,6000,Heavy rain,1,81499.15,6.087244338,-122.59,39.6057
Philippines,19-Dec-94,23-Dec-94,5,10,548000,Tropical cyclone,1,51066.39,5.407105162,125.042,11.2536
Djibouti,09-Dec-94,15-Dec-94,7,40,100000,Heavy rain,1,2677.27,4.272790212,42.9549,11.3455
Indonesia,02-Dec-94,07-Dec-94,6,6,640,Heavy rain,1,38745.91,5.366377116,100.547,-0.77561
Somalia,19-Nov-94,21-Nov-94,3,30,0,Heavy rain,1,16608.05,4.697439898,49.4749,10.9856
Djibouti,17-Nov-94,22-Nov-94,6,70,100000,Heavy rain,1,20793.91,5.096087410,42.6066,11.7781
Iran,14-Nov-94,28-Nov-94,15,13,40000,Heavy rain,1,271235.05,6.609437069,48.9236,32.0846
Ethiopia,12-Nov-94,18-Nov-94,7,22,0,Heavy rain,1,20499.85,5.156848723,37.8668,7.67392
Cuba,06-Nov-94,14-Nov-94,9,2,100000,Tropical cyclone,1,84994.35,5.883632566,-78.0913,21.4949
Jamaica,06-Nov-94,14-Nov-94,9,4,0,Tropical cyclone,1,11114.13,5.000117982,-77.272,18.12
Haiti,05-Nov-94,15-Nov-94,11,400,0,Tropical cyclone,1,26426.95,5.463439728,-72.2583,18.9834
Somalia,04-Nov-94,11-Nov-94,8,100,0,Heavy rain,1,83022.5,5.822285794,42.5292,0.748137
Egypt,02-Nov-94,08-Nov-94,7,593,100000,Heavy rain,2,44072.06,5.790291386,31.925,26.3341
Indonesia,01-Nov-94,04-Nov-94,4,31,0,Heavy rain,1,19939.07,4.901764889,119.16,-8.59727
Jordan,01-Nov-94,04-Nov-94,4,21,0,Heavy rain,1,68725.08,5.439175245,36.4848,30.9819
Italy,01-Nov-94,10-Nov-94,10,83,10308,Heavy rain,2,90174.15,6.256112053,10.2403,45.2087
India,30-Oct-94,04-Nov-94,6,230,16000,Tropical cyclone,1,110657.58,5.822132419,80.0422,16.2498
Greece,24-Oct-94,27-Oct-94,4,14,1000,Heavy rain,1,36624.5,5.165831696,22.4992,39.0065
India,27-Oct-94,31-Oct-94,5,40,0,Tropical cyclone,1,89229.9,5.649480411,78.7248,10.7214
China,19-Oct-94,20-Oct-94,2,17,0,Heavy rain,1,13150.29,4.419965326,117.653,36.1734
Philippines,18-Oct-94,22-Oct-94,5,12,12480,Tropical cyclone,1,13653.63,4.834218134,125.873,9.14408
Philippines,18-Oct-94,22-Oct-94,5,4,50000,Tropical cyclone,1,12751.53,4.804532301,121.181,14.3202
USA,17-Oct-94,23-Oct-94,7,19,10000,Heavy rain,1,72987.24,5.708344981,-95.2737,30.2009
Guatemala,09-Oct-94,13-Oct-94,5,10,0,Heavy rain,1,45757.41,5.359431439,-90.8326,14.9596
Algeria,21-Sep-94,26-Sep-94,6,32,1200,Heavy rain,1,108181.19,5.812303005,2.09318,34.4889
Philippines,19-Sep-94,24-Sep-94,6,16,10000,Monsoonal rain,1,4145.56,4.395734456,120.77,15.1434
Russia,17-Sep-94,26-Sep-94,10,13,700000,Heavy rain,2,140070.73,6.447377388,134.79,45.0556
Burkina Faso,16-Sep-94,20-Sep-94,5,4,4000,Heavy rain,1,271869.57,6.133330605,-1.50563,12.3447
Nigeria,11-Sep-94,15-Sep-94,5,142,180000,Heavy rain,1,317262.41,6.200388623,13.3184,12.0384
Cameroon,09-Sep-94,14-Sep-94,6,6,400,Heavy rain,1,11415.7,4.835653798,14.8285,12.0078
Thailand,03-Sep-94,18-Dec-94,107,407,2000000,Heavy rain,2,65261.15,7.145068496,104.452,16.1885
Italy,02-Sep-94,03-Sep-94,2,3,0,Torrential rain,1,30590.88,4.786621966,10.8528,43.7041
India,02-Sep-94,07-Sep-94,6,0,0,Monsoonal rain,1,154649.2,5.967498928,84.4369,20.1358
India,31-Aug-94,05-Sep-94,6,20,0,Monsoonal rain,1,5275.13,4.500384417,77.0555,31.5294
Thailand,30-Aug-94,07-Sep-94,9,10,0,Tropical cyclone,1,159977.18,6.158300546,99.6055,17.05
India,26-Aug-94,02-Sep-94,8,26,0,Monsoonal rain,1,44159.25,5.548111676,79.2684,20.7866
South Korea,26-Aug-94,30-Aug-94,5,5,2000,Heavy rain,1,22406.24,5.049338988,127.335,37.0999
Ethiopia,25-Aug-94,31-Aug-94,7,87,6000,Heavy rain,1,163207.32,6.057837673,40.3477,10.664
Moldova,24-Aug-94,29-Aug-94,6,47,1300,Heavy rain,1,33681.92,5.305548090,28.4296,46.9737
Pakistan,22-Aug-94,27-Aug-94,6,24,0,Torrential rain,1,17316.85,5.016620145,67.8824,29.6075
India,20-Aug-94,23-Aug-94,4,9,0,Torrential rain,1,14450.04,4.761929041,77.27,31.7668
Ecuador,20-Aug-94,24-Aug-94,5,5,500,Heavy rain,1,39018.9,5.290245026,-78.9872,-2.21514
Ethiopia,15-Aug-94,18-Aug-94,4,18,0,Heavy rain,1,21306.15,4.930564972,38.0793,11.8465
China,21-Aug-94,24-Aug-94,4,762,600000,Tropical cyclone,2,206025.85,6.217011702,120.692,31.1521
Pakistan,09-Aug-94,15-Aug-94,7,26,40000,Monsoonal rain,1,318187.81,6.347781578,68.1903,27.7849
Afghanistan,08-Aug-94,11-Aug-94,4,2,0,Heavy rain,1,19784.16,4.898377607,67.8618,33.17
Niger,01-Aug-94,10-Aug-94,10,27,20000,Heavy rain,1,594752.97,6.774336619,6.87118,15.5798
India,08-Aug-94,10-Aug-94,3,11,0,Torrential rain,1,16795.7,4.702319364,76.9177,31.7821
India,04-Aug-94,11-Aug-94,8,53,3000,Monsoonal rain,1,292130.64,6.368667097,80.6237,27.586
China,06-Aug-94,10-Aug-94,5,14,0,Tropical cyclone,1,3849.87,4.284416069,114.207,22.5094
Sudan,04-Aug-94,17-Aug-94,14,8,2000,Heavy rain,2,1094009.75,7.486179224,30.026,15.5645
Russia,05-Aug-94,08-Aug-94,4,20,1000,Heavy rain,1,32565.85,5.114822409,58.4183,53.574
Taiwan,07-Aug-94,16-Aug-94,10,9,3600,Tropical cyclone,2,27168.55,5.735096456,120.838,23.2024
Cambodia,30-Jul-94,08-Aug-94,10,6,22000,Tropical cyclone,1,40128.47,5.603452601,103.825,12.5629
Philippines,06-Aug-94,10-Aug-94,5,0,0,Tropical cyclone,1,18141.64,4.957646549,121.93,17.5285
Thailand,28-Jul-94,02-Aug-94,6,9,10000,Tropical cyclone,1,124812.48,5.874409263,98.8099,17.0729
Ethiopia,28-Jul-94,03-Aug-94,7,4,30000,Heavy rain,1,20898.85,5.165220429,40.9756,11.6671
Philippines,23-Jul-94,03-Aug-94,12,37,264837,Tropical cyclone,1,22004.15,5.421685843,120.804,15.6143
Philippines,22-Jul-94,02-Aug-94,12,2,18000,Monsoonal rain,1,25394.77,5.483925530,122.982,10.017
China,23-Jul-94,13-Aug-94,22,128,2000000,Heavy rain,2,1066165.02,7.671277106,125.126,46.1544
China,22-Jul-94,27-Jul-94,6,10,2000,Heavy rain,2,2987.02,4.554419377,114.116,22.4405
Vietnam,15-Jul-94,31-Jul-94,17,21,172,Heavy rain,2,17601.27,5.777022922,102.98,21.8175
Philippines,15-Jul-94,20-Jul-94,6,8,114674,Tropical cyclone,1,12359.24,4.870143016,120.621,15.1291
Pakistan,11-Jul-94,16-Sep-94,68,333,30000,Monsoonal rain,1,343251.55,7.368121420,71.1034,28.9156
China,11-Jul-94,18-Jul-94,8,41,0,Heavy rain,1,183806.7,6.167451325,112.268,31.1973
Philippines,10-Jul-94,16-Jul-94,7,0,0,Tropical cyclone,1,37086.97,5.414319393,121.046,16.7179
Iran,09-Jul-94,11-Jul-94,3,24,0,Heavy rain,1,155500.97,5.668854357,61.0726,27.4913
Pakistan,04-Jul-94,08-Jul-94,5,12,0,Heavy rain,1,21185.79,5.025014667,67.2212,30.3321
India,03-Jul-94,12-Jul-94,10,60,0,Monsoonal rain,1,52338.52,5.718821438,77.252,31.7869
Russia,02-Jul-94,07-Jul-94,6,4,0,Heavy rain,1,322784.51,6.287063936,111.609,53.6353
USA,01-Jul-94,15-Jul-94,15,32,20000,Tropical cyclone,1,167722.97,6.400683803,-84.3318,31.07
India,01-Jul-94,24-Jul-94,24,617,800000,Monsoonal rain,1,1981837.41,7.677279264,76.6191,20.6258
South Africa,24-Jun-94,28-Jun-94,5,2,3000,Heavy rain,2,11393.12,5.056642672,18.8851,-33.9535
USA,22-Jun-94,27-Jun-94,6,2,0,Heavy rain,1,13311.18,4.902367807,-83.6886,37.0272
Bangladesh,14-Jun-94,22-Jun-94,9,1,0,Monsoonal rain,1,6360.08,4.757705088,92.071,21.8758
China,09-Jun-94,29-Jun-94,21,719,0,Heavy rain,2,1015419.65,7.629894854,113.189,25.7177
Columbia,05-Jun-94,09-Jun-94,5,2,240,Avalance Breach,1,27784.17,5.142767432,-76.8547,2.1264
Bangladesh,01-Jun-94,06-Jun-94,6,6,11000,Monsoonal rain,1,11309.84,4.831607711,91.803,24.6457
Armenia,31-May-94,01-Jun-94,2,5,400,Dam Break,1,3590.36,3.856167992,44.0001,40.7485
Russia,28-May-94,30-May-94,3,2,0,Heavy rain,1,22905.3,4.837057239,43.3263,55.3351
Sri Lanka,25-May-94,28-May-94,4,7,0,Monsoonal rain,1,3394.93,4.132890815,80.3366,6.61343
China,01-May-94,09-May-94,9,70,2000,Heavy rain,2,121675.06,6.340474074,118.128,25.9398
China,01-May-94,03-May-94,3,95,0,Heavy rain,1,165721.86,5.696501054,116.038,27.2874
Uganda,30-Apr-94,02-May-94,3,11,0,Heavy rain,1,9570.23,4.458043630,30.1332,0.277229
Bangladesh,19-Apr-94,23-Apr-94,5,20,12000,Tropical cyclone,1,22176.39,5.044860855,92.0895,22.5171
USA,09-Apr-94,18-Apr-94,10,6,4000,Rain and snowmelt,1,644301.28,6.809088994,-97.9613,36.8932
Russia,06-Apr-94,14-Apr-94,9,13,2795,Snowmelt,1,463435.11,6.620231442,41.1058,49.4354
Bangladesh,29-Mar-94,02-Apr-94,5,16,100000,Heavy rain,1,2275.44,4.056035393,89.816,23.9528
Philippines,18-Mar-94,31-Mar-94,14,9,16821,Heavy rain,1,36858.21,5.712662276,125.689,8.3822
Jordan,24-Mar-94,26-Mar-94,3,9,300,Heavy rain,1,3809.42,4.057980112,35.9181,32.4176
USA,24-Mar-94,28-Mar-94,5,35,0,Torrential rain,1,179822.05,5.953812949,-85.308,33.0034
Indonesia,23-Mar-94,26-Mar-94,4,12,83125,Heavy rain,1,36275.49,5.161673279,111.684,-7.50232
Russia,17-Mar-94,22-Mar-94,6,7,0,Heavy rain,1,72009.25,5.635539538,44.6012,46.5257
Indonesia,12-Mar-94,16-Mar-94,5,5,50000,Heavy rain,1,1822.72,3.959689963,118.798,-8.48433
Iran,11-Mar-94,14-Mar-94,4,4,80,Heavy rain,1,26419.01,5.023976531,59.3372,35.3656
Peru,27-Feb-94,06-Mar-94,8,17,120000,Heavy rain,2,27660.41,5.645978596,-76.0086,-12.0008
Bangladesh,26-Feb-94,02-Mar-94,5,13,0,Heavy rain,1,6727.37,4.526815319,92.0345,22.4749
Indonesia,11-Feb-94,14-Feb-94,4,5,0,Heavy rain,1,19421.63,4.890345667,99.033,3.12557
Peru,31-Jan-94,20-Feb-94,21,63,12000,Heavy rain,1,609261.38,7.107022945,-77.0482,-8.13028
Madagascar,31-Jan-94,16-Feb-94,17,200,50000,Tropical cyclone,1,142993.47,6.385765127,47.7167,-18.8541
Columbia,31-Jan-94,02-Feb-94,3,16,60000,Heavy rain,1,4298.62,4.110450310,-76.2,3.52764
Indonesia,28-Jan-94,31-Jan-94,4,2,0,Heavy rain,1,59036.58,5.373181182,110.662,-7.37598
Papua New Guinea,16-Jan-94,20-Jan-94,5,9,0,Tropical cyclone,1,65497.93,5.515197579,148.53,-9.05287
Australia,16-Jan-94,20-Jan-94,5,13,0,Tropical cyclone,1,120854.33,5.781232219,151.685,-25.2628
Indonesia,12-Jan-94,22-Jan-94,11,10,50700,Heavy rain,1,10207.65,5.050318456,107.657,-6.83998
Tanzania,09-Jan-94,13-Jan-94,5,31,7000,Heavy rain,1,65599.48,5.515870401,38.4373,-9.38978
Philippines,04-Jan-94,08-Jan-94,5,29,14000,Tropical cyclone,1,44225.95,5.344647175,123.45,13.4358
UK,30-Dec-93,31-Dec-93,2,0,300,Heavy rain,1,5379.22,4.031749302,0.83137,51.0549
Papua New Guinea,29-Dec-93,30-Dec-93,2,14,3500,Heavy rain,1,9588.1,4.282762551,145.32,-6.46321
Philippines,27-Dec-93,28-Dec-93,2,6,12000,Tropical cyclone,1,1266.81,3.403741479,125.59,9.65856
Indonesia,26-Dec-93,27-Dec-93,2,2,8000,Torrential rain,1,4052.37,3.908739087,106.357,-6.24192
Ukraine,20-Dec-93,24-Dec-93,5,5,25000,Heavy rain,1,4267.45,4.329138446,22.7867,48.3884
Malaysia,22-Dec-93,27-Dec-93,6,23,20000,Monsoonal rain,1,103827.06,5.794461807,102.442,3.79233
France,21-Dec-93,31-Dec-93,11,11,48000,Torrential rain,2,261149.34,6.759311613,5.76827,50.3802
Thailand,16-Dec-93,29-Dec-93,14,41,2000,Torrential rain,1,42416.31,5.773660920,100.419,7.28291
Columbia,16-Dec-93,18-Dec-93,3,35,150,Heavy rain,1,1958.11,3.768958340,-76.2092,6.87608
Sri Lanka,15-Dec-93,27-Dec-93,13,0,500000,Heavy rain,2,24712.98,5.807898466,80.7928,8.56672
Costa Rica,09-Dec-93,12-Dec-93,4,4,17000,Heavy rain,1,14333.82,4.758421938,-83.0411,9.64613
Peru,08-Dec-93,15-Dec-93,8,0,5000,Heavy rain,1,162327.61,6.113482381,-74.5879,-10.0433
China,07-Dec-93,15-Dec-93,9,0,5200,Ice Jams,1,12109.08,5.037353658,107.087,40.4443
Philippines,05-Dec-93,13-Dec-93,9,353,598000,Tropical cyclone,1,46913.01,5.625535808,108.845,12.3152
India,04-Dec-93,15-Dec-93,12,70,45000,Tropical cyclone,1,7968.64,4.980565453,79.9572,12.5851
Philippines,29-Nov-93,01-Dec-93,3,27,0,Heavy rain,1,359.297,3.032574846,124.962,10.7409
Thailand,27-Nov-93,02-Dec-93,6,11,0,Torrential rain,1,56411.85,5.529521593,99.8978,8.15766
Iran,29-Nov-93,30-Nov-93,2,3,0,Heavy rain,1,988.946,3.296202574,48.1619,32.5504
Cuba,24-Nov-93,28-Nov-93,5,30,51000,Torrential rain,1,19322.92,4.985042760,-75.3512,20.5564
USA,13-Nov-93,16-Nov-93,4,5,600,Heavy rain,2,33628.03,5.429791413,-91.5834,34.0563
India,10-Nov-93,14-Nov-93,5,95,0,Heavy rain,1,40501.37,5.306439718,77.5024,11.054
Indonesia,03-Nov-93,16-Nov-93,14,5,3000,Torrential rain,1,44228.12,5.791826515,101.308,1.12387
Mexico,04-Nov-93,06-Nov-93,3,0,10000,Heavy rain,1,1666.75,3.698991719,-109.813,23.0797
China,04-Nov-93,15-Nov-93,12,2,0,Tropical cyclone,1,1016.71,4.086378341,114.142,22.4214
Honduras,31-Oct-93,03-Nov-93,4,174,15000,Torrential rain,1,6656.49,4.425305275,-86.4699,15.6489
France,31-Oct-93,02-Nov-93,3,4,0,Torrential rain,1,1692.24,3.705583211,9.06044,41.5666
Algeria,19-Oct-93,20-Oct-93,2,22,0,Heavy rain,1,39704.59,4.899870711,1.81853,35.8439
India,11-Oct-93,21-Oct-93,11,35,40000,Torrential rain,1,40595.2,5.649867371,75.4042,13.407
South Africa,06-Oct-93,08-Oct-93,3,12,300,Heavy rain,1,5895.3,4.247627165,31.8594,-28.2598
Vietnam,02-Oct-93,12-Oct-93,11,122,15000,Torrential rain,2,29438.35,5.811336145,106.625,17.4285
Philippines,04-Oct-93,12-Oct-93,9,57,300000,Heavy rain,2,35873.11,5.810041534,120.592,15.6301
Australia,03-Oct-93,15-Oct-93,13,0,2000,Torrential rain,2,4163.54,5.034436089,146.608,-36.6559
Iran,02-Oct-93,03-Oct-93,2,0,0,Heavy rain,1,7202.07,4.158487334,49.1108,37.9331
Mexico,28-Sep-93,29-Sep-93,2,0,100000,Heavy rain,1,13916.18,4.444550033,-98.4013,22.1952
China,27-Sep-93,28-Sep-93,2,0,1200,Torrential rain,2,280.443,3.049904596,114.167,22.5233
USA,22-Sep-93,28-Sep-93,7,0,2500,Torrential rain,2,31766.69,5.648100001,-94.6207,36.764
France,22-Sep-93,08-Oct-93,17,17,1700,Torrential rain,2,51313.99,6.241714702,7.36304,45.1072
Nicaragua,16-Sep-93,22-Sep-93,7,50,38600,Torrential rain,1,59969.85,5.623031003,-84.0491,12.4551
India,09-Sep-93,17-Sep-93,9,232,4590,Heavy rain,1,65928.48,5.773315573,78.9675,27.9917
Japan,02-Sep-93,04-Sep-93,3,35,5000,Heavy rain,1,882.229,3.422702584,130.452,31.5053
China,21-Aug-93,01-Sep-93,12,152,21000,Torrential rain,1,77049.91,5.965953382,101.704,24.4756
Japan,27-Aug-93,28-Aug-93,2,2,3000,Heavy rain,1,2420.58,3.684949436,139.686,35.6512
Mexico,21-Aug-93,23-Aug-93,3,0,3000,Tropical cyclone,1,22339.48,4.826194314,-95.2258,18.0128
USA,21-Aug-93,22-Aug-93,2,0,0,Heavy rain,2,579.318,3.364977014,-99.7646,41.6111
South Korea,20-Aug-93,23-Aug-93,4,12,3000,Torrential rain,1,11570.2,4.665400857,128.072,35.1448
Philippines,19-Aug-93,22-Aug-93,4,5,10000,Heavy rain,1,7160.8,4.457021535,120.432,15.1818
Sudan,18-Aug-93,23-Aug-93,6,6,300,Torrential rain,1,30815.18,5.266915959,31.8434,12.4132
China,04-Aug-93,23-Aug-93,20,101,2577000,Torrential rain,1,112505.67,6.352204406,115.918,36.4802
Venezuela,07-Aug-93,12-Aug-93,6,90,47800,Tropical cyclone,1,75801.79,5.657830712,-65.9923,9.71614
Belarus,25-Jul-93,12-Aug-93,19,6,42000,Heavy rain,1,85364.07,6.210028714,27.5231,52.3665
Japan,28-Jul-93,07-Aug-93,11,73,5000,Heavy rain,1,20754.86,5.358512493,131.074,32.2114
Russia,31-Jul-93,12-Aug-93,13,4,30000,Torrential rain,2,122315.11,6.502453458,108.866,51.3563
China,27-Jul-93,01-Aug-93,6,41,7000,Heavy rain,1,9596.62,4.760269549,103.653,29.7518
China,26-Jul-93,15-Aug-93,21,72,200000,Heavy rain,2,56895.9,6.378330262,121.602,43.9301
Ethiopia,05-Jul-93,15-Jul-93,11,0,120000,Heavy rain,1,180415.06,6.297665472,39.3187,5.07375
China,03-Jul-93,31-Jul-93,29,367,1003000,Heavy rain,1,118961.75,6.537805342,110.652,28.8981
India,08-Jul-93,13-Aug-93,37,3083,9370926,Monsoonal rain,2,531506.66,7.594740431,89.7567,25.1622
Mexico,05-Jul-93,07-Jul-93,3,28,30000,Heavy rain,1,147720.82,5.646562964,-99.7422,17.9374
Philippines,26-Jun-93,28-Jun-93,3,5,22700,Monsoonal rain,1,19660.56,4.770717139,120.46,15.6003
USA,24-Jun-93,23-Aug-93,61,48,31000,Heavy rain,2,444971.26,7.734691792,-92.4812,40.3582
Russia,15-Jun-93,30-Jun-93,16,0,0,Snowmelt,1,3547.11,4.753994639,83.7111,53.2133
USA,21-Jun-93,23-Jun-93,3,9,12000,Heavy rain,1,168818.57,5.704541472,-88.8702,19.839
China,15-Jun-93,08-Jul-93,24,132,375000,Heavy rain,1,432773.2,7.016471600,117.867,27.9846
Russia,13-Jun-93,17-Jun-93,5,15,3000,Heavy rain,1,23269.14,5.065750337,59.9925,60.2954
UK,11-Jun-93,13-Jun-93,3,8,2500,Heavy rain,2,4408.82,4.422473619,-6.32855,53.6271
China,25-May-93,30-Jun-93,37,180,17150000,Heavy rain,1,444778.53,7.216345539,115.409,24.6177
India,04-Jun-93,22-Jun-93,19,238,950000,Monsoonal rain,1,259045.68,6.692129955,92.0974,24.9382
Taiwan,02-Jun-93,06-Jun-93,5,10,0,Heavy rain,1,7755.71,4.588591566,120.765,24.3267
Haiti,31-May-93,02-Jun-93,3,20,40000,Torrential rain,1,73170.21,5.341455556,-76.531,20.9476
Sri Lanka,28-May-93,07-Jun-93,11,8,100000,Monsoonal rain,1,13958.06,5.186217746,80.3212,6.78433
Somalia,29-May-93,15-Jun-93,18,0,0,Heavy rain,1,90683.94,6.212802886,44.6743,2.58292
Kazakhstan,26-May-93,04-Jun-93,10,10,30000,Snowmelt,1,213193.78,6.328774530,51.2978,47.9479
Jamaica,19-May-93,01-Jun-93,14,8,1600,Heavy rain,1,3211.86,4.652884642,-77.3418,18.0135
Argentina,11-May-93,15-May-93,5,0,0,Heavy rain,1,247102.08,6.091846405,-60.1886,-36.263
Tajikistan,07-May-93,08-May-93,2,0,9000,Heavy rain,1,20198.33,4.606345459,69.1791,37.9808
China,01-May-93,07-May-93,7,65,3000,Heavy rain,1,72612.48,5.706109310,113.536,23.4747
Columbia,26-Apr-93,01-May-93,6,55,2000,Torrential rain,1,3592.47,4.333544400,-75.2217,5.30433
USA,07-Mar-93,12-Mar-93,6,2,1500,Snowmelt,1,25231.12,5.180087779,-97.6983,41.7158
USA,23-Feb-93,06-Mar-93,12,1,1600,Heavy rain,1,7406.56,4.948797791,-113.753,32.8796
Tanzania,08-Feb-93,12-Feb-93,5,54,2900,Heavy rain,1,42112.47,5.323380719,37.8933,-5.14777
Yemen,05-Feb-93,10-Feb-93,6,31,2500,Heavy rain,1,61492.38,5.566972553,45.822,13.9406
Indonesia,01-Feb-93,05-Feb-93,5,54,259000,Monsoonal rain,1,19196.74,4.982197487,111.256,-6.80799
Philippines,01-Feb-93,05-Feb-93,5,23,90000,Monsoonal rain,1,23141.36,5.063358883,125.706,8.79448
Iran,03-Feb-93,22-Feb-93,20,500,300000,Heavy rain,1,625231.64,7.097070943,55.8857,29.4316
USA,20-Jan-93,21-Jan-93,2,0,200,Torrential rain,2,42375.04,5.229170112,-90.7209,29.9467
UK,15-Jan-93,18-Jan-93,4,0,500,Snowmelt,1,2044.83,3.912717199,-3.70463,56.3141
Mexico,06-Jan-93,20-Jan-93,15,36,11215,Heavy rain,1,24073.8,5.557635907,-116.876,33.0191
Iran,03-Jan-93,06-Jan-93,4,10,0,Heavy rain,1,103106.54,5.615346205,56.2039,27.2447
Fiji,01-Jan-93,03-Jan-93,3,21,10000,Tropical cyclone,1,9803.68,4.468510382,178.001,-17.8368
Zimbabwe,25-Dec-92,27-Dec-92,3,1,250,Heavy rain,2,140745.48,5.926585707,30.1524,-20.8141
Iran,23-Dec-92,25-Dec-92,3,14,3600,Heavy rain,1,626123,6.273780912,54.831,29.753
Philippines,22-Dec-92,27-Dec-92,6,6,22000,Heavy rain,1,15083.86,4.956663743,125.923,7.78495
UK,17-Dec-92,19-Dec-92,3,0,0,Monsoonal rain,1,29673.6,4.949491493,80.8649,8.40517
UK,30-Nov-92,03-Dec-92,4,0,400,Heavy rain,1,25631.18,5.010828592,-2.97961,51.5066
Albania,17-Nov-92,19-Nov-92,3,7,2000,Torrential rain,2,5619.46,4.527845835,19.5629,42.0387
Montenegro,10-Nov-92,15-Nov-92,6,0,0,Heavy rain,1,1276.97,3.884331945,19.6623,42.9307
Philippines,28-Oct-92,30-Oct-92,3,3,3300,Tropical cyclone,1,56290.27,5.227554587,107.787,15.4343
Vietnam,28-Oct-92,31-Oct-92,4,49,3000,Tropical cyclone,1,69558.74,5.444411698,108.663,14.9366
Britain,20-Oct-92,21-Oct-92,2,3,0,Heavy rain,1,12300,4.390935107,-0.054612,51.7363
Australia,10-Oct-92,11-Oct-92,2,0,280,Heavy rain,1,6763.03,4.131171310,139.376,-34.6886
Montenegro,06-Oct-92,18-Oct-92,13,6,6140,Heavy rain,1,14385.39,5.271864993,19.3521,42.701
Vietnam,05-Oct-92,09-Oct-92,5,55,7579,Heavy rain,1,51510.22,5.410863409,106.367,17.5324
France,28-Sep-92,08-Oct-92,11,12,120,Heavy rain,1,135575.31,6.173573291,11.2843,42.7699
Iran,28-Sep-92,29-Sep-92,2,0,0,Heavy rain,1,24061.13,4.682346015,49.6333,37.3028
El Salvador,28-Sep-92,02-Oct-92,5,7,8000,Heavy rain,1,94598.52,5.674854346,-98.3441,19.0255
Nigeria,22-Sep-92,23-Sep-92,2,9,13000,Heavy rain,1,42369.21,4.928080362,13.018,10.2805
UK,21-Sep-92,26-Sep-92,6,0,0,Heavy rain,2,111333.72,6.125807966,-1.62812,52.571
Ethiopia,20-Sep-92,24-Sep-92,5,0,300,Heavy rain,1,87638.04,5.641662660,35.8071,7.11522
