Country,Began,Ended,Duration in Days,Dead,Displaced,Main cause,Severity *,Affected sq km,Magnitude (M)**,Longitude of Centroid X,Latitude of Centroid Y
Pakistan,23-Aug-12,29-Aug-12,7,26,1200,Monsoonal rain,1.5,98264.36,6.013585329,73.5222,35.0305
Haiti,25-Aug-12,29-Aug-12,5,19,15000,Tropical Storm,1.5,4904.1,4.565620581,-72.2827,19.1356
Nigeria,24-Aug-12,29-Aug-12,6,10,20000,Torrential rain,1.5,48922.93,5.643754969,4.12488,14.316
Senegal,24-Aug-12,29-Aug-12,6,4,1200,Torrential rain,1.5,79242.7,5.853201774,-15.4943,14.462
Myanmar,15-Jul-12,29-Aug-12,46,0,85000,Monsoonal rain,1,219814.61,7.004814386,97.8535,16.5919
Japan,12-Aug-12,20-Aug-12,9,3,1000,Torrential rain,1.5,10669.97,5.158496967,135.556,34.6167
South Sudan,01-Aug-12,29-Aug-12,29,32,154000,Heavy rain,1.5,456058.52,7.297509831,30.2188,9.69113
Niger,06-Aug-12,07-Sep-12,33,52,125000,Heavy rain,1.5,75976.73,6.575285797,3.88146,14.6081
India,16-Aug-12,20-Aug-12,5,1,210,Monsoonal rain,1,29689.98,5.171579909,82.7962,20.9855
China,14-Aug-12,20-Aug-12,7,13,14600,Monsoonal rain,1,107983.97,5.878457330,103.73,31.1602
Nigeria,02-Aug-12,06-Aug-12,5,0,3000,Torrential rain,1.5,16652.25,5.096534186,11.2812,7.42738
China,03-Aug-12,06-Aug-12,4,2,800000,Typhoon,2,9559.89,4.883542882,122.594,40.5195
Scotland,04-Aug-12,06-Aug-12,3,0,0,Torrential rain,1,4260.88,4.106620558,-2.59334,55.5746
Sudan,04-Aug-12,06-Aug-12,3,5,800,Torrential rain,1.5,89290.09,5.604015774,22.6608,13.6223
India,03-Aug-12,06-Aug-12,4,0,2000,Monsoonal rain,1,35689.54,5.154600942,82.3216,19.4398
India,04-Aug-12,06-Aug-12,3,30,1200,Torrential rain,1.5,31390.53,5.150011162,78.8529,30.1135
China,25-Jul-12,30-Jul-12,6,0,40000,Heavy rain,1.5,100600.98,5.956844721,110.85,34.7959
Costa Rica,28-Jul-12,30-Jul-12,3,1,1500,Heavy rain,1,20820.98,4.795622422,-81.1113,8.79605
Philippines,28-Jul-12,06-Aug-12,10,3,13000,Tropical Storm,1.5,59723.23,5.952234547,121.037,15.9469
North Korea,20-Jul-12,06-Aug-12,18,169,63000,Heavy rain,2,33081.58,6.075888744,126.027,38.7791
Nigeria,22-Jul-12,25-Jul-12,4,50,2000,Heavy rain,1.5,45292.27,5.434175338,8.0195,10.5918
Philippines,21-Jul-12,23-Jul-12,3,8,0,Monsoonal rain,1.5,9576.58,4.634422955,121.195,15.2044
Indonesia,20-Jul-12,23-Jul-12,4,0,586,Torrential rain,1,8218.79,4.516867875,122.436,0.782182
Georgia,19-Jul-12,23-Jul-12,5,0,0,Torrential rain,1,19591.01,4.991026831,44.8967,41.7
China,21-Jul-12,25-Jul-12,5,77,0,Torrential rain,2,29832.3,5.474686738,117.702,42.3329
China,09-Jul-12,25-Jul-12,17,58,140000,Monsoonal rain,1.5,92141.11,6.370993620,113.04,31.4158
USA,13-Jul-12,16-Jul-12,4,0,100,Torrential rain,1.5,24530.67,5.167860661,-95.8087,29.578
Japan,04-Jul-12,16-Jul-12,13,28,3000,Heavy rain,2,7922.95,5.313860263,130.566,33.424
Azerbaijan,08-Jul-12,09-Jul-12,2,0,400,Heavy rain,1.5,9902.76,4.472877508,28.8071,46.8848
India,04-Jul-12,23-Jul-12,20,9,1500,Monsoonal rain,1,2638.64,4.722410137,86.557,26.1094
Turkey,03-Jul-12,09-Jul-12,7,10,0,Torrential rain,1.5,6084.92,4.805444172,36.7667,41.0185
Russia,06-Jul-12,16-Jul-12,11,171,24000,Torrential rain,2,18552.42,5.610823248,38.5436,44.8644
China,22-Jun-12,02-Jul-12,11,50,120000,Monsoonal rain,1.5,2643786.56,7.639710335,106.943,33.4553
Afghanistan,23-Jun-12,26-Jun-12,4,0,24,Torrential rain,1.5,71504.75,5.632486143,65.0555,33.6249
Canada,20-Jun-12,26-Jun-12,7,1,700,Heavy rain,1.5,213387.37,6.350358010,-122.811,53.8526
Bangladesh,24-Jun-12,02-Jul-12,9,106,102000,Monsoonal rain,1.5,9560.29,5.110804835,92.0988,22.1723
USA,22-Jun-12,02-Jul-12,11,3,17000,Tropical Storm,2,67994.98,6.174899531,-82.4958,28.9635
USA,09-Jun-12,12-Jun-12,4,1,300,Torrential rain,1.5,20116.97,5.081713819,-85.5123,30.3632
Taiwan,09-Jun-12,12-Jun-12,4,4,3000,Torrential rain,1.5,18940.52,5.055543148,120.939,24.0587
Philippines,08-Jun-12,12-Jun-12,5,1,700,Heavy rain,1,23515.69,5.070327731,124.785,6.87373
India,06-Jun-12,16-Jul-12,41,109,400000,Monsoonal rain,1.5,29190.16,6.254111591,92.4354,26.5659
Canada,06-Jun-12,12-Jun-12,7,0,0,Heavy rain,1,673741.48,6.673591326,-132.089,61.4228
Honduras,22-May-12,29-May-12,8,0,500,Heavy rain,1,6519.13,4.717279629,-86.5954,14.1478
Russia,20-May-12,29-May-12,10,0,1000,Heavy rain,1.5,22717.12,5.532444531,157.95,68.0009
Uganda,20-May-12,29-May-12,10,0,3000,Heavy rain,1,43315.84,5.636646741,33.3224,1.00099
Afghanistan,12-May-12,16-May-12,5,20,0,Torrential rain,1,14162.67,4.850115140,70.0048,37.0528
Georgia,12-May-12,16-May-12,5,5,1400,Torrential rain,1,15849.06,4.898973514,44.5194,42.0681
Tanzania,13-May-12,16-May-12,4,0,300,Heavy rain,1,45092.49,5.256164209,30.7909,-2.41184
China,08-May-12,16-May-12,9,53,185000,Heavy rain,1.5,1056107.69,7.154041973,106.493,32.4515
Brazil,01-May-12,07-May-12,7,0,3000,Heavy rain,2,127883.42,6.252942278,-62.0228,-3.64908
Afghanistan,01-May-12,07-May-12,7,26,0,Torrential rain,1.5,21754.66,5.358741599,64.1872,34.2696
Nepal,05-May-12,07-May-12,3,17,0,Avalance Breach,2,4395.45,4.421154595,83.8307,28.524
Columbia,20-Apr-12,26-Apr-12,7,17,56000,Heavy rain,1.5,74036.01,5.890632304,-73.0738,3.606
Kenya,20-Apr-12,16-May-12,27,56,0,Torrential rain,1.5,12660.17,5.709894561,35.0189,-0.191962
Saudi Arabia,14-Apr-12,18-Apr-12,5,19,0,Torrential rain,1.5,233126.25,6.242652441,51.0064,20.5946
Paraguay,05-Apr-12,26-Apr-12,22,2,5000,Torrential rain,1.5,120344.81,6.598941305,-59.2722,-23.6467
Rwanda,09-Apr-12,18-Apr-12,10,2,300,Heavy rain,1,43617.54,5.639661168,29.3596,-1.40095
Kenya,09-Apr-12,26-Apr-12,18,0,50,Heavy rain,1,117773.22,6.326319054,36.2141,-2.44123
Russia,08-Apr-12,26-Apr-12,19,0,2600,Snowmelt,1,681012.64,7.111908774,40.2645,55.6236
Haiti,08-Apr-12,26-Apr-12,19,9,11000,Heavy rain,1.5,35151.93,6.000794035,-72.5821,19.4433
Philippines,26-Mar-12,30-Mar-12,5,4,0,Torrential rain,1,5045.75,4.401895733,123.278,13.6288
Canada,25-Mar-12,30-Mar-12,6,0,500,Snowmelt,1.5,5440.53,4.689883719,-67.4996,46.5994
Fiji,29-Mar-12,18-Apr-12,21,6,14000,Heavy rain,2,5579.97,5.369881154,178.017,-17.7982
Chile,01-Mar-12,15-Mar-12,15,0,1000,Heavy rain,1.5,88870.6,6.300940630,-69.408,-52.8256
Ecuador,01-Mar-12,26-Mar-12,26,10,4700,Heavy rain,1.5,39793.06,6.190871944,-79.4951,-0.5987
Madagascar,03-Mar-12,07-Mar-12,5,65,0,Tropical Storm,1.5,566733.66,6.628440271,46.9438,-18.9673
Tanzania,01-Mar-12,07-Mar-12,7,10,0,Heavy rain,1,6851.66,4.680893844,34.7926,-1.83097
Indonesia,04-Mar-12,07-Mar-12,4,5,0,Torrential rain,1,4597.04,4.264538274,116.093,-3.18435
Gaza,04-Mar-12,07-Mar-12,4,0,1200,Heavy rain,1,594.251,3.376029913,34.4615,31.4583
USA,04-Mar-12,07-Mar-12,4,0,83,Heavy rain,1.5,2046.16,4.089090841,-159.53,22.0625
Tunisia,25-Feb-12,27-Feb-12,3,3,1000,Torrential rain,1.5,41623.96,5.272555909,8.69862,35.1163
Brazil,20-Feb-12,26-Mar-12,36,3,89000,Heavy rain,2,172063.87,7.093022183,-67.9865,-10.4897
Indonesia,20-Feb-12,27-Feb-12,8,0,1200,Torrential rain,1,194382.95,6.191748156,103.416,-2.58568
Nigeria,20-Feb-12,27-Feb-12,8,5,300,Heavy rain,1,50438.09,5.605848619,12.8074,9.85967
Philippines,20-Feb-12,27-Feb-12,8,0,25000,Torrential rain,1,39825.28,5.503248825,125.265,8.22392
Indonesia,12-Feb-12,14-Feb-12,3,0,6800,Torrential rain,1,12053.82,4.558245957,106.658,-6.31874
Philippines,12-Feb-12,14-Feb-12,3,0,13327,Heavy rain,1.5,869.906,3.592684840,122.12,7.15665
Greece,03-Feb-12,06-Feb-12,4,1,200,Torrential rain,1,9251,4.568248672,21.0056,39.8677
Bulgaria,01-Feb-12,06-Feb-12,6,5,1000,Dam Break,1.5,47136.84,5.627602974,24.2576,42.555
Indonesia,27-Jan-12,29-Jan-12,3,6,3000,Torrential rain,1.5,7754.36,4.542758473,112.51,-7.48277
Australia,22-Jan-12,07-Mar-12,46,2,13000,Monsoonal rain,2,761154.11,7.845260424,146.646,-21.7176
Fiji,22-Jan-12,06-Feb-12,16,8,3500,Heavy rain,1.5,4927.68,5.072853739,178.076,-17.784
Mozambique,17-Jan-12,14-Feb-12,29,37,100000,Tropical Storm,1.5,269445.71,7.068960530,34.0721,-21.4513
Angola,15-Dec-11,09-Jan-12,26,0,5500,Heavy rain,1,45582.67,6.073773108,15.4558,-6.28412
Brazil,01-Jan-12,09-Jan-12,9,8,14000,Heavy rain,1,416574.71,6.573935410,-43.4893,-19.4637
Thailand,01-Jan-12,09-Jan-12,9,0,1000,Torrential rain,1,11666.14,5.021169693,99.4238,8.77228
Indonesia,18-Dec-11,04-Jan-12,18,10,54,Torrential rain,1,2457.47,4.645760730,110.236,-7.37953
Sri Lanka,17-Dec-11,22-Dec-11,6,0,11000,Heavy rain,1,2560.88,4.186540479,80.4521,9.30406
Tanzania,20-Dec-11,22-Dec-11,3,13,0,Heavy rain,2,5900.64,4.549050369,39.0377,-6.91704
Malaysia,17-Dec-11,22-Dec-11,6,0,3265,Torrential rain,1,20021.76,5.079653502,103.007,2.5574
Philippines,16-Dec-11,22-Dec-11,7,957,1000,Tropical Storm,2,23573.86,5.518558736,124.875,8.52649
New Zealand,13-Dec-11,17-Dec-11,5,0,100,Torrential rain,2,3888.1,4.589737426,173.188,-41.4857
Indonesia,12-Dec-11,17-Dec-11,6,0,42,Torrential rain,1,1254.06,3.876469566,120.008,-0.914218
Kenya,29-Nov-11,22-Dec-11,24,24,98000,Heavy rain,1.5,9789.33,5.547055470,36.1168,0.385821
South Africa,27-Nov-11,02-Dec-11,6,6,0,Torrential rain,1.5,15384.57,5.141327872,30.0606,-29.2084
Australia,27-Nov-11,22-Dec-11,26,1,60,Heavy rain,1,45037.95,6.068551962,149.372,-29.4584
Indonesia,27-Nov-11,30-Nov-11,4,0,500,Heavy rain,1,11294.19,4.654915081,100.378,1.69854
Philippines,10-Nov-11,15-Nov-11,6,0,30000,Torrential rain,1.5,3076.39,4.442283900,125.927,8.08596
Columbia,09-Nov-11,22-Dec-11,44,486,80000,Torrential rain,2,57194.3,6.701835421,-73.9399,4.64089
Uganda,09-Nov-11,20-Dec-11,42,0,15000,Torrential rain,1.5,22324.63,6.148124819,34.3836,2.57031
Kenya,09-Nov-11,15-Nov-11,7,4,10000,Torrential rain,1.5,41010.11,5.634080233,40.1672,2.18085
Italy,26-Oct-11,01-Nov-11,7,7,0,Torrential rain,2,4696.07,4.817862598,9.33422,44.4216
Ghana,26-Oct-11,29-Oct-11,4,14,43000,Torrential rain,1,9829.52,4.594592302,-0.945865,5.58466
Mexico,10-Oct-11,01-Nov-11,23,120,60000,Tropical Storm,2,311970.53,7.156871402,-100.833,18.2802
Turkey,08-Oct-11,10-Oct-11,3,3,0,Torrential rain,1,32113.08,4.983803216,27.9719,39.1045
Algeria,01-Oct-11,02-Oct-11,2,10,200,Heavy rain,1,288785.08,5.761604747,1.70027,29.5654
China,01-Oct-11,10-Oct-11,10,0,132300,Tropical Storm,1.5,24302.22,5.561737207,109.005,22.248
Philippines,28-Sep-11,02-Oct-11,5,1,180000,Tropical Storm,2,18520.07,5.267642624,121.548,17.343
India,05-Sep-11,02-Oct-11,28,40,15000,Monsoonal rain,1.5,27751.69,6.066538726,86.0022,20.6511
Sudan,28-Aug-11,08-Sep-11,12,0,1000,Heavy rain,1,21720.21,5.416045266,25.5621,13.0931
India,25-Aug-11,13-Sep-11,20,0,5000,Monsoonal rain,1.5,33056.09,5.996372737,73.9531,22.3021
Uganda,20-Aug-11,08-Sep-11,20,31,0,Heavy rain,1.5,37846.35,6.055145256,33.6678,1.66044
Niger,10-Aug-11,08-Sep-11,30,7,5000,Heavy rain,1.5,74520.09,6.525485885,4.55533,14.9509
USA,27-Aug-11,13-Sep-11,18,20,370000,Tropical Storm,2,252912.89,6.959273465,-74.0621,40.1862
Nigeria,26-Aug-11,08-Sep-11,14,20,3000,Torrential rain,1.5,20013.55,5.623543425,4.47296,8.73715
Pakistan,25-Aug-11,29-Aug-11,5,71,300,Monsoonal rain,2,47599.43,5.677601752,71.7428,38.2779
China,01-Aug-11,08-Sep-11,39,22,50000,Monsoonal rain,1.5,1215861.78,7.852040073,109.532,37.4167
Pakistan,12-Aug-11,01-Nov-11,82,434,660000,Monsoonal rain,1.5,32667.16,6.604016491,69.0669,25.0123
India,15-Aug-11,08-Sep-11,25,7,11000,Monsoonal rain,1.5,50117.38,6.274019627,92.1815,26.5897
Kenya,15-Aug-11,08-Sep-11,25,8,4000,Heavy rain,1.5,20554.78,5.886944101,35.5731,0.125662
India,15-Aug-11,02-Oct-11,49,158,70000,Monsoonal rain,2,40941.51,6.603389932,86.2422,26.3755
Cambodia,10-Aug-11,15-Nov-11,98,264,280000,Tropical Storm,2,13466.62,6.421514677,105.501,12.0043
India,10-Aug-11,13-Sep-11,35,47,700000,Monsoonal rain,2,28684.15,6.302740025,88.3453,22.3056
Afghanistan,05-Aug-11,09-Aug-11,5,6,20,Monsoonal rain,1,27920.61,5.144894907,70.5453,35.2213
Thailand,05-Aug-11,09-Jan-12,158,790,10000,Tropical Storm,2,96785.77,7.485498592,102.822,17.0382
USA,06-Aug-11,09-Aug-11,4,2,100,Torrential rain,1.5,26044.85,5.193873111,-79.3744,35.8055
Dominican Republic,03-Aug-11,09-Aug-11,7,3,7000,Tropical Storm,1.5,28022.38,5.468694317,-70.4897,19.1316
South Korea,27-Jul-11,09-Aug-11,14,53,29000,Heavy rain,2,17840.77,5.698571626,126.872,37.8507
Brazil,23-Jul-11,29-Jul-11,7,10,20000,Heavy rain,1.5,129795.35,6.134448433,-52.6403,-30.343
India,23-Jul-11,09-Aug-11,18,19,200000,Dam Break,1.5,85509.51,6.363378182,80.9261,28.5244
Ghana,22-Jul-11,29-Jul-11,8,6,12571,Heavy rain,1,55103.28,5.644267438,-0.452256,7.84386
Bangladesh,21-Jul-11,29-Jul-11,9,6,10000,Monsoonal rain,1.5,19191.59,5.413444725,89.0463,22.5641
China,11-Jul-11,22-Jul-11,12,6,1600000,Monsoonal rain,1.5,1341347.09,7.382813677,108.111,27.0633
Iran,15-Jul-11,22-Jul-11,8,3,0,Torrential rain,1,15700.01,5.098989916,44.7839,38.0461
Brazil,15-Jul-11,22-Jul-11,8,10,3000,Heavy rain,1,200669.11,6.205570512,-38.1133,-8.65047
Nigeria,15-Jul-11,22-Jul-11,8,13,1000,Heavy rain,1.5,103000.35,6.092019947,8.6417,12.5947
Nepal,02-Jul-11,22-Jul-11,21,15,0,Monsoonal rain,1.5,46388.45,6.164720415,82.2779,28.9081
Mexico,01-Jul-11,06-Jul-11,6,11,300000,Tropical Storm,1.5,185791.33,6.223267953,-98.7502,22.1168
Dominican Republic,02-Jul-11,06-Jul-11,5,4,4000,Heavy rain,1.5,43197.43,5.510519173,-70.9765,18.855
India,01-Jul-11,22-Jul-11,22,0,0,Monsoonal rain,1,27203.38,5.777045549,94.0349,27.3624
India,01-Jul-11,22-Jul-11,22,0,3000,Monsoonal rain,1,42377.33,5.969556271,86.1969,26.0844
Laos,23-Jun-11,29-Jun-11,7,6,0,Tropical Storm,1.5,36797.7,5.587009973,101.556,19.3801
USA,20-Jun-11,06-Jul-11,17,0,16000,Heavy rain,2,16000.97,5.735625228,-101.306,48.3406
Russia,15-Jun-11,29-Jun-11,15,0,120,Heavy rain,1,189593.05,6.453913672,134.953,48.8518
Philippines,28-Jun-11,29-Jun-11,2,25,0,Heavy rain,1.5,6361.93,4.280710141,126.05,7.39811
Ivory Coast,15-Jun-11,21-Jun-11,7,0,500,Heavy rain,1,14448.97,5.004934929,-3.23691,5.96536
China,15-Jun-11,21-Jun-11,7,0,2000,Heavy rain,1.5,115468.68,6.083653500,102.561,36.9861
Pakistan,16-Jun-11,21-Jun-11,6,0,0,Monsoonal rain,1.5,31965.46,5.458923468,69.7095,27.9311
Georgia,18-Jun-11,21-Jun-11,4,4,0,Torrential rain,1,26865.71,5.031258314,43.4402,42.0348
India,18-Jun-11,21-Jun-11,4,5,0,Torrential rain,1,41239.79,5.217376436,85.8723,20.7933
Australia,11-Jun-11,21-Jun-11,11,0,2000,Heavy rain,1,98203.33,6.033518900,152.081,-29.8414
Norway,08-Jun-11,13-Jun-11,6,0,0,Heavy rain,1,56089.63,5.527033826,9.65431,62.3574
Columbia,02-Jun-11,13-Jun-11,12,464,0,Heavy rain,1.5,236086.96,6.628344505,-74.1581,5.69693
China,01-Jun-11,29-Jun-11,29,175,1600000,Monsoonal rain,2,431896.52,7.398807698,114.478,27.8963
Philippines,05-Jun-11,21-Jun-11,17,15,15000,Heavy rain,1.5,71700.83,6.262064363,125.208,8.30634
Canada,01-Jun-11,06-Jul-11,36,0,700,Heavy rain,1,5634.34,5.307145551,-96.8541,52.2558
Algeria,03-Jun-11,06-Jun-11,4,4,0,Heavy rain,1,191002.27,5.883098520,2.8095,32.7048
Haiti,04-Jun-11,13-Jun-11,10,23,250,Heavy rain,1,1115.2,4.047352761,-71.9966,18.5965
India,01-Jun-11,13-Jun-11,13,4,500,Monsoonal rain,1,20807.38,5.432160751,76.7588,10.8365
USA,04-Jun-11,29-Jul-11,56,0,4600,Heavy rain,1.5,23537.98,6.296048476,-99.4732,43.5376
Serbia,23-May-11,24-May-11,2,0,5000,Torrential rain,1,5465.46,4.038656716,20.8708,43.048
USA,22-May-11,21-Jun-11,31,1,1100,Heavy rain,2,171530.74,7.026733651,-105.666,45.2971
Canada,04-May-11,09-Jun-11,37,0,1300,Heavy rain,2,5274.09,5.591379256,-73.0141,45.6264
Philippines,08-May-11,11-May-11,4,10,0,Tropical Storm,1.5,3179.22,4.280471832,124.192,13.6588
Brazil,08-May-11,11-May-11,4,2,15000,Torrential rain,1.5,288020.18,6.237574168,-40.1191,-9.67979
USA,01-May-11,09-Jun-11,40,1,25000,Heavy rain,2,239421.33,7.282252826,-90.8266,34.0959
Indonesia,23-Apr-11,25-Apr-11,3,0,1800,Torrential rain,1,9766.63,4.466865990,124.355,-9.70872
Venezuela,15-Apr-11,25-Apr-11,11,6,0,Torrential rain,1,37648.86,5.617144516,-64.7721,7.67716
Columbia,01-Apr-11,19-May-11,49,0,29000,Heavy rain,1,270433.59,7.122256713,-73.2916,3.72167
Brazil,21-Apr-11,25-Apr-11,5,12,0,Torrential rain,1,306993.58,6.186099298,-52.9178,-28.2873
Syria,23-Apr-11,25-Apr-11,3,5,0,Heavy rain,1,7088.55,4.327678662,41.5757,36.8808
Tanzania,09-Apr-11,19-May-11,41,8,9000,Heavy rain,1.5,137262.92,6.926428349,37.5593,-6.64778
USA,18-Apr-11,25-Apr-11,8,3,0,Torrential rain,1,211220.92,6.227826917,-79.3526,38.62
Kazakhstan,01-Apr-11,19-Apr-11,19,0,9000,Heavy rain,1.5,213195.15,6.783622181,53.6734,51.448
Indonesia,01-Apr-11,10-Apr-11,10,18,3000,Torrential rain,1.5,17351.66,5.415432288,137.834,-4.39091
USA,01-Apr-10,24-May-11,419,5,3600,Heavy rain,2,46208.32,7.587964198,-97.2192,48.6788
Namibia,15-Mar-11,19-Apr-11,36,62,10000,Heavy rain,1.5,102874.48,6.744701413,20.642,-18.1881
Malaysia,31-Mar-11,01-Apr-11,2,0,4230,Heavy rain,1,31580.94,4.800455048,100.482,6.08029
Indonesia,31-Mar-11,01-Apr-11,2,0,400,Heavy rain,1,23979.38,4.680867946,98.9728,3.32971
Thailand,23-Mar-11,10-Apr-11,19,59,84000,Heavy rain,2,33575.43,6.105805180,99.277,8.66649
Malaysia,24-Mar-11,25-Mar-11,2,0,406,Torrential rain,1.5,7361.19,4.344069282,101.212,4.85749
Tasmania,22-Mar-11,28-Mar-11,7,0,500,Torrential rain,2,4650.1,4.813590328,147.327,-41.4217
Australia,14-Mar-11,18-Mar-11,5,0,217,Heavy rain,2,114051.18,6.057099783,122.73,-18.939
Namibia,01-Mar-11,18-Mar-11,18,0,4000,Heavy rain,1,47808.61,5.934778622,22.8815,-18.0384
Brazil,12-Mar-11,18-Mar-11,7,10,31000,Heavy rain,1.5,124445.34,6.116167938,-48.1626,-23.783
Philippines,14-Mar-11,18-Mar-11,5,9,14138,Torrential rain,1.5,25963.78,5.289429184,125.091,8.10431
Lebanon,10-Mar-11,11-Mar-11,2,3,0,Heavy rain,1,2306.7,3.664021111,36.397,34.5222
Australia,07-Mar-11,28-Mar-11,22,1,0,Monsoonal rain,1,457221.41,7.002549239,146.658,-19.7897
USA,07-Mar-11,28-Mar-11,22,1,0,Heavy rain,1.5,1163517.11,7.584286714,-83.56,36.7798
Indonesia,10-Mar-11,11-Mar-11,2,12,750,Torrential rain,1.5,41506.24,5.095234648,97.0985,4.211
Indonesia,24-Feb-11,26-Feb-11,3,0,4000,Torrential rain,1.5,4197.8,4.276234257,115.087,-8.41426
Bolivia,14-Feb-11,26-Feb-11,13,3,10000,Torrential rain,1.5,122139.84,6.376891958,-65.5997,-16.4659
Peru,10-Feb-11,26-Feb-11,17,0,300,Torrential rain,1,135202.5,6.361433644,-71.7581,-14.5325
Malaysia,01-Feb-11,16-Feb-11,16,0,24000,Heavy rain,1,36529.58,5.766764662,102.77,2.65259
Afghanistan,10-Feb-11,16-Feb-11,7,25,3000,Snowmelt,1,63337.57,5.646759437,63.9941,35.0754
Lesotho,01-Feb-11,16-Feb-11,16,26,5000,Heavy rain,1,19634.43,5.497138281,28.0783,-29.5025
Philippines,01-Feb-11,04-Feb-11,4,11,2000,Torrential rain,1.5,44521.72,5.426723184,124.865,7.09527
Sri Lanka,01-Feb-11,14-Feb-11,14,14,250000,Heavy rain,1.5,19891.49,5.620886611,80.5342,8.51316
Bolivia,30-Jan-11,31-Jan-11,2,31,500,Torrential rain,1,85174.87,5.231341475,-64.0418,-21.091
Malaysia,28-Jan-11,31-Jan-11,4,2,20000,Heavy rain,1.5,62167.77,5.571716540,104.669,-4.05208
Philippines,25-Jan-11,31-Jan-11,7,0,32342,Torrential rain,1.5,3623.61,4.580330749,125.779,9.40044
New Zealand,28-Jan-11,31-Jan-11,4,0,0,Tropical Storm,1.5,12401.11,4.871611810,175.634,-36.617
Saudi Arabia,26-Jan-11,31-Jan-11,6,10,0,Torrential rain,1.5,30361.71,5.436568737,39.9448,21.3521
Indonesia,16-Jan-11,18-Jan-11,3,0,12000,Heavy rain,1,10402.99,4.494279436,108.26,-6.8436
Germany,07-Jan-11,10-Jan-11,4,0,0,Heavy rain,1,17419.69,4.843100413,7.63154,50.3468
Sri Lanka,05-Jan-11,18-Jan-11,14,23,325000,Monsoonal rain,2,22133.29,5.792204006,81.2522,7.60326
South Africa,01-Jan-11,04-Feb-11,35,50,300,Heavy rain,1.5,134636.07,6.849320730,28.407,-31.0553
Brazil,01-Jan-11,18-Jan-11,18,665,100000,Heavy rain,2,587384.59,7.325225049,-43.449,-18.7387
Philippines,01-Jan-11,18-Jan-11,18,53,10000,Heavy rain,2,10773.79,5.588671007,125.566,8.13264
Australia,25-Dec-10,04-Feb-11,42,35,175000,Tropical cyclone,2,911256.21,7.883919787,147.631,-24.7747
Australia,17-Dec-10,28-Dec-10,12,0,0,Heavy rain,1.5,175962.13,6.500691716,115.135,-24.6815
USA,19-Dec-10,28-Dec-10,10,0,1000,Heavy rain,1.5,355567.84,6.727013733,-120.733,38.8497
Canada,14-Dec-10,20-Dec-10,7,0,1000,Torrential rain,1.5,19018.8,5.300372411,-67.4496,48.2618
Ukraine,13-Dec-10,17-Dec-10,5,0,4000,Heavy rain,1,23546.82,5.070902268,23.3257,48.5418
Panama,08-Dec-10,17-Dec-10,10,10,2000,Torrential rain,1.5,23750.6,5.551765845,-78.5977,8.88357
Spain,06-Dec-10,10-Dec-10,5,0,30,Heavy rain,1,22049.53,5.042369341,-5.86579,37.811
India,15-Nov-10,07-Dec-10,23,170,0,Monsoonal rain,1.5,57474.5,6.297294297,78.4773,9.88679
Greece,03-Dec-10,17-Dec-10,15,1,0,Torrential rain,1,27315.31,5.612497393,21.4697,40.1067
Serbia,01-Dec-10,17-Dec-10,17,3,30000,Heavy rain,2,101737.38,6.538959466,20.7292,44.0151
Venezuela,25-Nov-10,20-Dec-10,26,30,60000,Torrential rain,1.5,180760.53,6.848168213,-66.9385,9.77646
Morocco,29-Nov-10,30-Nov-10,2,30,0,Torrential rain,2,70791.19,5.452039204,-7.83745,32.5114
Australia,27-Nov-10,20-Dec-10,24,5,3000,Heavy rain,2,832001.36,7.601365274,147.388,-29.8384
Vietnam,02-Nov-10,27-Nov-10,26,143,1000000,Torrential rain,2,45583.59,6.374811869,108.003,15.1821
Columbia,15-Nov-10,20-Dec-10,36,250,800000,Heavy rain,1.5,1140146.22,7.789354312,-72.9604,4.11351
UK,16-Nov-10,20-Nov-10,5,0,0,Heavy rain,1.5,8727.83,4.815967542,-3.5777,50.7875
Belgium,12-Nov-10,15-Nov-10,4,3,0,Heavy rain,1.5,8458.94,4.705467195,4.35761,50.8534
Ghana,05-Nov-10,11-Nov-10,7,0,2600,Heavy rain,1.5,4567.71,4.680887822,-0.809999,8.28
Italy,08-Nov-10,11-Nov-10,4,0,300,Heavy rain,2,18725.85,5.175531527,11.1382,45.1256
Sri Lanka,11-Nov-10,27-Nov-10,17,2,300000,Monsoonal rain,1.5,11880.4,5.481371244,80.3046,7.27459
Indonesia,02-Nov-10,05-Nov-10,4,15,0,Heavy rain,1,23685.01,4.976533564,121.614,-8.67221
Malaysia,01-Nov-10,05-Nov-10,5,0,40000,Heavy rain,1,44792.72,5.350177440,101.922,5.61628
Haiti,05-Nov-10,10-Nov-10,6,0,0,Hurricane,1.5,39742.27,5.553495179,-75.8813,20.4766
Chad,01-Oct-10,05-Nov-10,36,0,0,Heavy rain,1.5,8249.26,5.648808752,15.21,11.205
Costa Rica,01-Nov-10,05-Nov-10,5,17,1000,Torrential rain,1.5,10440.04,4.893763426,-83.3055,9.0735
Vietnam,30-Oct-10,05-Nov-10,7,18,35000,Heavy rain,1,33659.75,5.372208926,108.92,12.5176
Philippines,02-Nov-10,05-Nov-10,4,9,0,Torrential rain,1.5,15301.91,4.962896894,121.76,17.7145
Thailand,10-Oct-10,15-Nov-10,37,206,0,Heavy rain,2,3873.76,5.457364430,102.195,15.03
China,16-Oct-10,19-Oct-10,4,0,100000,Torrential rain,1.5,24954,5.175291421,109.833,19.2123
